"number","name","cmt","desc","symbol","url","Latitude","Longitude"
4065,"Pullikainen","Waste disposal, Campfire site, Barbecue shelter, Outhouse toilet, Landing stage, Buoys","(PSS/EKvas) pienoisviitat","guestharbor","https://drive.google.com/open?id=15jnIuNCiR6kUaTIOioBEOquJL0tgbvPF8g","61.232378","28.459643"
4620,"Punkasaalmi, Nobelinniemi","Slip, Fuel, Drinking water, Shop, Train, some Service, ","day only","marina",,"61.760566","29.380087"
5127,"Purtosaari ","Waste disposal,  Outhouse toilet,  Campfire site,  wilderness hut  ",,"naturharbor",,"63.013333","28.066667"
4407,"Puumala","Restaurant, Alco, Shop, WC Shovers, Sauna, Washing mashine, Shore power",,"marina","https://drive.google.com/open?id=1oc4PLMYKcHX2TmgbEEaMrtbDCYvwpYEUeA","61.519825","28.178436"
5396,"Puumalansaari ","Outhouse toilet,  Campfire site,  ","(Metsähallitus) ","naturharbor",,"62.425000","28.796667"
,"Puumalansalmi","Fuel, Septic, Drinking water, Boat parts WC",,"marina","https://drive.google.com/open?id=1xAWQ8qOIvX6exEm2pjsEQvWAgRjH13LM9w","61.522004","28.174992"
,"Puustelli",,,"pier",,"63.312741","30.035936"
4870,"Puutossalmi, Hautosaari","Slip,",,"guestharbor",,"62.723042","27.752194"
,"Pyhäsaari",,,"naturharbor",,"62.517146","29.708146"
4922,"Pyöreä-Hakku ","Waste disposal,  Outhouse toilet, Campfire site,  ","(PSS) day use ","naturharbor",,"62.845000","27.846667"
5434,"Pyylinoja","Outhouse toilet,  Campfire site,  Shelter, ","National park ","naturharbor",,"62.275000","28.743333"
,"Raikuun kanava",,,"pier",,"62.021901","29.457215"
4330,"Raintasaari","Waste disposal,  Outhouse toilet,  Campfire site, Landing stage,  ","(PSS)","naturharbor",,"61.635000","27.896667"
4737,"Rantasalmi kirkonkylä","Service, Fuel by carrying, Septic, Hotel, Grocery, Alco,",,"marina",,"62.066725","28.306505"
4085,"Rasila","Fuel, by carring Information, Restaurant, Grocery, Septic,",,"marina",,"61.291148","28.810740"
4127,"Rastiniemi","Waste disposal,  Outhouse toilet,  Barbecue shelter,  ","(PSS/EKvas)","beach",,"61.281667","28.116667"
4734,"Raudansaari",,,"guestharbor",,"62.041102","28.390704"
,"Rauha","Slip,",,"pier",,"61.194662","28.698409"
,"Rauhalahti (Pölhö)",,,"naturharbor",,"62.869857","27.664314"
4926,"Rauhalahti etelänen",,,"marina",,"62.864181","27.646204"
,"Rauhalahti, pohjoinen",,,"guestharbor",,"62.866099","27.654186"
,"Rauhalinna",,,"museum","https://lh3.googleusercontent.com/CpvSjUwyQYtKVofGLdkKrzhf9WmKlwTrG_JqEKwI7VadTvSyIsCvljJMZN6cvca2ifevW1XuuI23TnjPPgZh904a7UqGILUvXhbGLEFaPOJjWcv6D5csUuYjEhJjVdA-0UBGwQgzUtE=w1176-h1771","61.914382","28.833720"
,"Rauvanniemi",,,"pier",,"61.951233","29.497427"
5463,"Reposaari ","Waste disposal,  Outhouse toilet,  Campfire site,  Landing stage, ","(PSS)","guestharbor","https://drive.google.com/open?id=1XZcdvzdJ2Utlfwu4lCFyxyeJVxPw5pkRZw","62.104639","28.784572"
,"Riistina",,,"pier",,"61.910730","28.838043"
4672,"Riokke","Septic, Sauna,",,"guestharbor",,"61.901721","29.670538"
,"Rissala","Airport Restaurant, Septic,",,"pier",,"63.009624","27.783233"
4220,"Ristiina Kaukaanranta","Showers, Toilet Septic, Shop","reserve via internet acces by code","marina","https://drive.google.com/open?id=147EvLB7XpHHQFo3LyCkD7o_wa9nAjP5bkQ","61.511280","27.244673"
4220,"Ristiina Kirkonranta","Outhouse toilet, Slip, Landing stage, Buoys","10 Euro","marina","https://drive.google.com/open?id=1uhzybZF0ASCsSNALA1LxRoKrcHWTvS0iyg","61.501145","27.263727"
,"Ritoniemi",,,"guestharbor",,"62.798156","27.905145"
5876,"Ritoniemi Bomba","Hotel, ","Karelian village and sap","resort",,"63.532586","29.180183"
4365,"Rokansaari","Waste disposal,  Outhouse toilet,  Barbecue shelter, Campfire site, Landing stage, Sauna, ","(kahvio?)  (PSS/Sai virkal yhd)","guestharbor",,"61.480023","28.050145"
4688,"Ruhkonniemi",,,"pier",,"62.019646","29.680461"
5075,"Runni","Waste disposal,  Outhouse toilet,  Campfire site, ","Kylpylän palvelut","naturharbor",,"63.590000","26.855000"
4017,"Ruohosaari","Outhouse toilet,  Campfire site,",,"naturharbor",,"61.078333","28.116667"
,"Rupakonvirta",,,"pier",,"61.578063","27.792122"
4140,"Ruuhonsaari (RUHA)","Waste disposal,  Outhouse toilet,  Campfire site, Barbecue shelter, Landing stage (2),  Buoys,  Sauna (2) ","(PSS/EKvas)","guestharbor","https://drive.google.com/open?id=1eeHgBPufzQ3b94DYC6eapzwEY71Gi4rSjA","61.351667","28.110000"
4434,"Ruunasaari","Outhouse toilet,  Campfire site, Buoys,  ","(PSS)","naturharbor","https://drive.google.com/open?id=15Eo1g5f0fgsA8TjHpn9koo7zaCBgDyE8ww","61.600000","28.440000"
4812,"Rykiniemi","Outhouse toilet,  Campfire site,  Landing stage, Shelter, Slip",,"guestharbor","https://photos.google.com/share/AF1QipMBwRB5UnurPg5I0t-_BVvMbqoqhqn2dCCUfBRF8ojCo0PYwD3RUObTxhN4biKqOA/photo/AF1QipNOBGJRJKO0iA5-hrsxdnZCga2vVY1CRVrzrAPa?key=aXhxNEZBSWRjOE9sNHN3RUdmaUVjUFJfeTc5UE1n","62.204188","28.105838"
5090,"Ryönänjoki ","Waste disposal,  Outhouse toilet,  Barbecue shelter,   Landing stage, ",,"naturharbor",,"63.603333","26.701667"
5077,"Saarikoski","Outhouse toilet,  Campfire site, ","riippusilta 2,8 m, current  ","naturharbor",,"63.593333","26.830000"
5626,"Saaristoranta","Fuel, Septic, Slip,",,"marina",,"62.436283","29.630899"
5194,"Sääskiniemi",,,"pier",,"63.303277","28.035188"
4400,"Sahanlahti","Restaurant, Beds, Sauna, Septic,",,"marina",,"61.573349","28.147301"
,"Saimaan Portti","Service, Fuel, Drinking vater",,"marina","http://www.marinasaimaanportti.fi/","61.077749","28.260586"
4020,"Saimaanharju",,,"marina",,"61.130008","28.101113"
,"Saimaanranta",,,"marina",,"61.228628","28.090298"
4131,"Sarviniemi","Outhouse toilet, Waste disposal,  Barbecue shelter, Campfire site, Landing stage,",,"guestharbor","https://drive.google.com/open?id=1lTQFdyPkxOjelcwnOfImF6Y3GuMZZioZJA","61.278844","28.063541"
4057,"Satamosaari","Waste disposal,  Barbecue shelter (2), Campfire site, Sauna (2),  Landing stage (2), Buoys,  Septic, inva ","(PSS/EKvas)   ","guestharbor","https://drive.google.com/open?id=1lHEhqQt7dmlNJD-717uqebvsZsTtEKkyBA","61.195000","28.556667"
,"Saunalahti",,,"guestharbor",,"62.950330","30.100138"
5483,"Saunaniemi (Saunalahti)","Outhouse toilet,  Campfire site,",,"naturharbor",,"62.168333","29.021667"
5032,"Saunaniemi Paloisvuori","Waste disposal,  Outhouse toilet,  Campfire site,  Buoys,",,"naturharbor",,"63.553333","27.285000"
5587,"Savikko ","Waste disposal,  Outhouse toilet,  Landing stage, ",,"naturharbor",,"62.361667","29.781667"
4680,"Savilahti","Restaurant, Sauna,",,"guestharbor",,"61.889875","29.785422"
5095,"Saviranta ","Waste disposal,  Outhouse toilet,  Campfire site,  Landing stage,  Sauna,",,"naturharbor",,"63.656667","26.653333"
4215,"Savisalo","Waste disposal,  Outhouse toilet,  Campfire site, Landing stage, ","(PSS)","naturharbor",,"61.475000","27.313333"
,"Savonlina, Nyslott, Kauppator",,"free","pier","https://drive.google.com/open?id=16UkUXNzDNefo8MIhkPMi6jjhFpeqci1Kag","61.867352","28.883501"
4536,"Savonlinna, Nyslot, Torinpyorä","Restaurant, Showers, WC Shore power Drinking water,",,"marina",,"61.863658","28.890196"
,"Savonranta","Fuel, Drinking water, WC Sauna, Restaurant,",,"marina","https://drive.google.com/open?id=1EOKo-EF-Y7M3evCIZqzA1ptU1wNwAnpE1A","62.169971","29.211004"
,"Savonranta, pier",,"free","pier","https://drive.google.com/open?id=1L4TE0p8Qbu969u58o3r229LWLBpYmH6PwQ","62.167637","29.207571"
4616,"Savonsaaret","Waste disposal,  Outhouse toilet,  Campfire site,",,"naturharbor",,"61.723333","29.356667"
5431,"Säynämo",,,"pier",,"62.290062","28.622120"
4912,"Selkä-Havukka ","Waste disposal,  Outhouse toilet,  Campfire site,  Shelter, Buoys, ","(PSS)","naturharbor",,"62.813333","27.710000"
4720,"Seurasaari","Outhouse toilet,  Campfire site, ","National park, shallow sandy beach","beach",,"62.000000","28.668333"
5658,"Siihtata","Service, Septic,",,"pier",,"62.607112","29.776317"
,"Siikakoski",,,"pier",,"61.748792","27.705262"
4480,"Siikalahti","Outhouse toilet, Campfire site,  ","(Metsähallitus) shallow sandy beach","naturharbor","https://photos.google.com/share/AF1QipMBwRB5UnurPg5I0t-_BVvMbqoqhqn2dCCUfBRF8ojCo0PYwD3RUObTxhN4biKqOA/photo/AF1QipON_bdhD9FordvPqy5NHxk7iMBGqblFByjq9NXI?key=aXhxNEZBSWRjOE9sNHN3RUdmaUVjUFJfeTc5UE1n","61.643333","28.711667"
,"Siikalahti N",,,"anchorage",,"61.645187","28.710553"
,"Siilinjarvi, Kanavatie",,,"marina",,"63.065916","27.679421"
5119,"Siilinlahti","Grocery, Hotel, Fuel by carrying,",,"pier",,"63.071553","27.670451"
,"Slip Saparistonlahti",,,"slip",,"61.501637","28.047233"
4887,"Soikelokoisti ","Waste disposal,  Campfire site, ","(PSS) shallow","naturharbor",,"62.774874","27.808048"
4176,"Soukanniemi","Outhouse toilet,  Campfire site, ","( Pss) shallow","naturharbor",,"61.430000","28.043333"
4485,"Sulkava","Retaurant Alco, Shop, Fuel, Sauna, Septic,",,"marina",,"61.784888","28.379913"
5241,"Summanlampi ","Outhouse toilet,  Barbecue shelter, Landing stage, Inva ",,"naturharbor",,"62.843333","28.206667"
,"Suuri Raudanvesi",,,"pier",,"62.043536","28.409888"
4395,"Suuri-Metiäinen","Outhouse toilet,  Campfire site,  ","(PSS)","naturharbor","https://drive.google.com/open?id=113IxbgChluGHEoytCrBOuC6COa1ssBt4FA","61.505000","28.145000"
4522,"Suuri-Simuna","Waste disposal,  Outhouse toilet,  Barbecue shelter,  Landing stage,  ","(PSS)","guestharbor","https://drive.google.com/open?id=1MSXVjUN3n2_at5Q2sK-UpfXOfFRs0kPmEQ","61.830514","28.902482"
5633,"Suursaari","Waste disposal,  Outhouse toilet,  Campfire site,  Barbecue shelter,  Landing stage","(PSS)","guestharbor","https://drive.google.com/open?id=1FIT0RvQj8LngUBFFaQGFzSUOdv4bpi8jbg","62.442704","29.695193"
5450,"Syväniemi ","Outhouse toilet,  Campfire site,  ","National park , mv-Kielto ","naturharbor",,"62.240000","28.813333"
,"Syvärinpää",,,"pier",,"63.428692","27.834817"
5199,"Tahkolahti","Hotel, Cottages, Grocery, Sauna,",,"marina",,"63.290568","28.036562"
4584,"Taikinasaari","Outhouse toilet,",,"naturharbor","https://drive.google.com/open?id=1h-uUJtS0nvcb-mpHmaZeiDtnx9K72qsHtg","61.756292","29.118732"
,"Taipaleen kanava museum",,,"museum","https://photos.google.com/share/AF1QipMBwRB5UnurPg5I0t-_BVvMbqoqhqn2dCCUfBRF8ojCo0PYwD3RUObTxhN4biKqOA/photo/AF1QipNyGYGidVPqCZq4xFWz7QpOSYuWvAlF5MUt2wqf?key=aXhxNEZBSWRjOE9sNHN3RUdmaUVjUFJfeTc5UE1n","62.301559","27.910814"
4025,"Taipalsaari",,,"marina",,"61.158838","28.058670"
4804,"Taivalsaari","Outhouse toilet,  Campfire site, ","Kansallipuisto","naturharbor",,"62.199195","28.197720"
,"Tappuvirta",,,"pier",,"62.207226","28.461842"
,"Telatataipale Kanava","Cafe, Suvorov chanel",,"pier","https://photos.google.com/share/AF1QipMBwRB5UnurPg5I0t-_BVvMbqoqhqn2dCCUfBRF8ojCo0PYwD3RUObTxhN4biKqOA/photo/AF1QipPe5c0w14nQr5mxdjkuYI5T_chtCCKt1p8YRu20?key=aXhxNEZBSWRjOE9sNHN3RUdmaUVjUFJfeTc5UE1n","61.655289","28.604285"
4556,"Tetriniemi","Waste disposal,  Outhouse toilet,  Barbecue shelter,  ","(PSS)","naturharbor",,"61.655000","28.898333"
5612,"Tikankaivanto ","Waste disposal,  Outhouse toilet,  Campfire site,  Landing stage,  ","(PSS) ","guestharbor","https://drive.google.com/open?id=1fBgXFKNhn52zerzjjxa7wqOMuq2mNad0tA","62.421661","29.706694"
5619,"Tikansaari, Linnakallio ","Waste disposal,  Outhouse toilet, Barbecue shelter,  ","(PSS)","guestharbor",,"62.433262","29.671117"
,"Torso",,,"naturharbor",,"62.866151","27.865619"
4909,"Tuomaansalo ","Waste disposal,  Outhouse toilet,  Campfire site, Buoys, Shelter, ","(PSS) ","naturharbor",,"62.818333","27.800000"
5012,"Tuovilanlahti","Grocery,",,"pier",,"63.228854","27.114075"
5335,"Tuusnimiemi","Septic,",,"pier",,"62.799526","28.502150"
,"Tykkipatteri",,"Coastal kanon site","war",,"61.653650","28.464057"
5704,"Ulmaharju","Train",,"pier",,"62.909445","30.239849"
5818,"Uramonsaari ","Waste disposal,  Outhouse toilet,  Landing stage,  ","(PSS)","naturharbor",,"63.251667","29.590000"
5662,"Utransaari (Pielisjoki) ","Outhouse toilet, Campfire site,",,"naturharbor",,"62.618333","29.876667"
5125,"Uudistalo","Cottages,",,"pier",,"62.977051","27.891658"
4526,"Uuraanpää","Waste disposal,  Outhouse toilet,  Campfire site, Buoys, ","(PSS)","naturharbor",,"61.856667","28.870000"
,"Vaaherlahti",,,"pier",,"61.777152","29.283205"
5441,"Vaajasalo ","Outhouse toilet,  Campfire site","National park , mv-Kielto","naturharbor",,"62.208333","28.905000"
4953,"Vaajasalo Kuopio","Restaurant, Sauna, Outhouse toilet ","For vine cruise  and staff boat. No places for pleasure boats.","pier",,"62.900216","27.793608"
5793,"Vaarapahtaat ","Waste disposal,  Outhouse toilet,  Campfire site, Landing stage, Shelter, ","(PSS)","naturharbor",,"63.223333","29.890000"
5070,"Väätäjänsaari ","Waste disposal,  Outhouse toilet,  Campfire site,",,"naturharbor",,"63.563333","27.005000"
4275,"Väätämänsalmi","Slip,",,"pier",,"61.541008","27.696571"
,"Varistaipaleen kanava",,,"pier","https://photos.google.com/share/AF1QipMBwRB5UnurPg5I0t-_BVvMbqoqhqn2dCCUfBRF8ojCo0PYwD3RUObTxhN4biKqOA/photo/AF1QipNZYV9dpNJhTSjhqZYpBIAdhNezJ12dHzozAdU7?key=aXhxNEZBSWRjOE9sNHN3RUdmaUVjUFJfeTc5UE1n","62.544786","28.638187"
5303,"Varistaipaleen kanavamuseo","Kioski",,"museum","https://photos.google.com/share/AF1QipMBwRB5UnurPg5I0t-_BVvMbqoqhqn2dCCUfBRF8ojCo0PYwD3RUObTxhN4biKqOA/photo/AF1QipOUGRhpVlzVJ3C6Fog3V3mncq-s5FuS7NvDy4mQ?key=aXhxNEZBSWRjOE9sNHN3RUdmaUVjUFJfeTc5UE1n","62.546465","28.639018"
5303,"Varistaival","Waste disposal,  Outhouse toilet,  Landing stage,  ","(PSS)","pier","https://photos.google.com/share/AF1QipMBwRB5UnurPg5I0t-_BVvMbqoqhqn2dCCUfBRF8ojCo0PYwD3RUObTxhN4biKqOA/photo/AF1QipOirjLWrh5ETi6Wt1SX2Tk2t4i8Cw7hrK4fZZko?key=aXhxNEZBSWRjOE9sNHN3RUdmaUVjUFJfeTc5UE1n","62.543995","28.634244"
5856,"Varisvaara ","Waste disposal,  Outhouse toilet,  Landing stage, ",,"naturharbor",,"63.380000","29.560000"
4822,"Varkaus Taipale","Fuel, Cafe, Hotel, Sauna, Septic, ","Taipale canava museum","marina","https://photos.google.com/share/AF1QipMBwRB5UnurPg5I0t-_BVvMbqoqhqn2dCCUfBRF8ojCo0PYwD3RUObTxhN4biKqOA/photo/AF1QipMe4uoOAK2FRgP0s95zqpXulnS5dEBjJGbswnb7?key=aXhxNEZBSWRjOE9sNHN3RUdmaUVjUFJfeTc5UE1n","62.304234","27.914950"
,"Värrätsaari",,,"anchorage","https://photos.google.com/share/AF1QipMBwRB5UnurPg5I0t-_BVvMbqoqhqn2dCCUfBRF8ojCo0PYwD3RUObTxhN4biKqOA/photo/AF1QipMDLK2qCXeZGoWJFd8oko_afZ-1u5pIE6QV7X2a?key=aXhxNEZBSWRjOE9sNHN3RUdmaUVjUFJfeTc5UE1n","61.326725","27.915878"
,"Värrätsaari N",,"shallow beach","beach","https://photos.google.com/share/AF1QipMBwRB5UnurPg5I0t-_BVvMbqoqhqn2dCCUfBRF8ojCo0PYwD3RUObTxhN4biKqOA/photo/AF1QipN-K0HOWY5WnqVCPoDz6ezIW9HqE2UdhBRk3W8d?key=aXhxNEZBSWRjOE9sNHN3RUdmaUVjUFJfeTc5UE1n","61.327860","27.918646"
4196,"Värrätsaari S","Waste disposal","shallow","naturharbor","https://photos.google.com/share/AF1QipMBwRB5UnurPg5I0t-_BVvMbqoqhqn2dCCUfBRF8ojCo0PYwD3RUObTxhN4biKqOA/photo/AF1QipOFFNDNt6BmSlImILzfWFIWBF7V77_OVHYWy1MX?key=aXhxNEZBSWRjOE9sNHN3RUdmaUVjUFJfeTc5UE1n","61.325101","27.915642"
4296,"Vartiosaari","Waste disposal,  Outhouse toilet,  Campfire site,  Landing stage,  ","(PSS)","naturharbor",,"61.628333","27.766667"
5380,"Vasarasaari ","Outhouse toilet,  Campfire site,  Shelter, ","(Metsähallitus) ","naturharbor",,"62.471667","28.658333"
,"Vasikkasaari",,,"guestharbor",,"61.559490","27.288747"
4879,"Vatanen","Waste disposal,  Outhouse toilet,  Campfire site,   Landing stage, Buoys,  lodge  ","(PSS) shallow sandy beach","naturharbor",,"62.748716","27.788936"
5261,"Vehmersalmi","Information, Restaurant, Grocery, Fuel, Sauna, Septic,",,"marina","https://photos.google.com/share/AF1QipMBwRB5UnurPg5I0t-_BVvMbqoqhqn2dCCUfBRF8ojCo0PYwD3RUObTxhN4biKqOA/photo/AF1QipPC-IlbqA4hANO-8MPrKUCnNmVaYJ5oYL-oNq7d?key=aXhxNEZBSWRjOE9sNHN3RUdmaUVjUFJfeTc5UE1n","62.762719","28.017904"
,"Veihtniemi",,,"anchorage","https://lh3.googleusercontent.com/hYYU_b3d5NUNqjJZo5QpVRAv8NBgd5W_ceDsdl0l9olk8kYeTgcI3Rw6KRtNwnbGgV3nXREis0zTEICUsFVciAmXpiP7zaoWp8Nudqt4Mq2sBtraIHvdeZl6AgCDnd_bOAeTGhmZPGw=w3272-h803","61.517073","28.561025"
,"Vekaransalmi",,,"pier",,"61.738247","28.504421"
,"Vihtakannankanava port",,"wood store","port",,"62.153267","29.238170"
5400,"Vihtarniemi, Huhmarniemi ","Outhouse toilet,  Campfire site,  ","(Metsähallitus) ","naturharbor",,"62.415000","28.883333"
5133,"Viinitietokeskus","Sauna, Septic,",,"pier",,"63.012108","28.252297"
5384,"Viitalahti","Sauna,",,"guestharbor",,"62.496334","28.531815"
,"Vilkaharju",,,"pier",,"61.765911","28.430091"
4588,"Virtasalmi","Cafe, Sauna, Shelter, Slip, Landing stage, kottage",,"pier",,"61.763805","29.192161"
4266,"Vitjanen","Fuel, Septic,",,"marina",,"61.580800","27.642326"
5466,"Vörstinsaaret ","Waste disposal,  Outhouse toilet,  Campfire site,  Landing stage, ","(PSS)","guestharbor","https://drive.google.com/open?id=1gSqRkuPuzAFr9IYsbc8XNU6BtoQ3ad8eSA","62.114534","28.813517"
,"Vuokseensuu",,,"guestharbor",,"61.224631","28.782265"
,"Vuoksi",,,"port",,"61.229578","28.818057"
5598,"Vuoniemi ","Landing stage","monument","guestharbor",,"62.395849","29.760160"
5778,"Vuonislahti",,,"pier",,"63.152830","29.981005"
5766,"Vuonissalmi",,,"pier",,"63.145522","29.995360"
4967,"Vuorela","Information, Grocery, Slip, Cafe, Sauna,",,"marina",,"62.971757","27.699848"
5353,"Vuorenalus","Waste disposal, Outhouse toilet, Campfire site, Landing stage,",,"naturharbor",,"62.765000","28.703333"
4810,"Vuorikiuas","Outhouse toilet,  Campfire site, Buoys","National park ","guestharbor","https://drive.google.com/open?id=15pCESA2tJItR64GMnZa-q7MqANod3JQLsg","62.225729","28.172921"
,"Vuorikiukas",,,"naturharbor",,"62.274186","28.171391"
,"Vuorilahti","Cottages, Restaurant, Sauna","Home museum","pier",,"61.614696","29.227501"
4355,"Yksköytinen","Outhouse toilet,  Campfire site,  ","(PSS)","naturharbor","https://drive.google.com/open?id=1dGmUoMfnszCZsDSMED17Db-m8xSCyqyF4g","61.525209","27.970692"
